User,Tweet,Info,Golden trust,Majority trust
2,@AS_Manolete Y con el atleti podemos soñar otra vez? ese no lo has incluido en los miuras 😳😳😳😳😳😳😳😳😳😳😳😳,Neutro,0.8888888888888888,0.6479400749063671
2,Jugando asi es imposible que ganemos un partido…,Negativo,0.8888888888888888,0.6479400749063671
2,@eSports_Barca @MNDZPAU1 Md,Neutro,0.8888888888888888,0.6479400749063671
2,Ahhhh claro que es del Atleti https://t.co/xm4PU8C9jl,Neutro,0.8888888888888888,0.6479400749063671
2,"Que venga Arthur me tiene más emocionado que cualquier otro fichaje que llegue, más que Griezmann. Es perfecto para nuestro juego más las ganas que tiene de jugar ya en el Barça 🔵🔴",Positivo,0.8888888888888888,0.6479400749063671
2,Me ha gustado un vídeo de @YouTube (https://t.co/f52V3WNuX5 - Noche de emociones en la remontada histórica del Barça).,Positivo,0.8888888888888888,0.6479400749063671
2,La 'rajada' de un ex objetivo del Barça sobre Emery y el jeque https://t.co/8oXS0aprS7,Negativo,0.8888888888888888,0.6479400749063671
2,"#Deportes ➡️ Hace 17 años, Messi por primera vez se puso la del Barça: El club blaugrana publicó un video muy especial para celebrar los primeros pasos de Lionel en la institución catalana Hace 17 años, Lionel Messi comenzaba a hacer de… https://t.co/xFHPdToMsd ⬅️ #Entérate https://t.co/kXksLJEK3i",Positivo,0.8888888888888888,0.6479400749063671
2,@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Si pagárais las deudas.....? Tendremos los Españoles aseguradas las pensiones. Viva España.,Positivo,0.8888888888888888,0.6479400749063671
2,Gerard Piqué confirma la primera fuga sonada del Barça: está fuera https://t.co/coDRPeKc45,Neutro,0.8888888888888888,0.6479400749063671
2,"Sin embargo el balance de Ligas va ser 3-1 para el Barça, el torneo de la regularidad donde pesa más la plantilla que en Champions

Pero para poder seguir con la crítica, asumiendo el discurso de que solo cuenta la Champions

Pd: es súper responsable Paulinho de esos 4 años sí https://t.co/Bya3SxLjmj",Positivo,0.8888888888888888,0.6479400749063671
2,"@adrielarduino Yo soy del Barça, hinchaba por Neymar",Neutro,0.8888888888888888,0.6479400749063671
2,"Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁",Negativo,0.8888888888888888,0.6479400749063671
2,"Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible",Negativo,0.8888888888888888,0.6479400749063671
2,@ALEX15vs @FCBarcelona_es @FCBarcelona Coño sin ampliar parecía un preso,Negativo,0.8888888888888888,0.6479400749063671
2,@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,Negativo,0.8888888888888888,0.6479400749063671
2,re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,Negativo,0.8888888888888888,0.6479400749063671
2,"@elpezdeciudad Claro, no es jugador del Barça. Lo que hizo en Valencia y por lo que lo trajeron no lo puede mostrar porque no es su estilo y no se adaptó. Quizá en otro equipo como la Juventus se adapte. Lo defienden por ser del club, pero preferiría ver a Denis jugando en su lugar",Neutro,0.8888888888888888,0.6479400749063671
2,@Todo_atleti mas vale que lo haga en los partidos que es donde vale,Neutro,0.8888888888888888,0.6479400749063671
2,"Desde la dirección hasta los actores el vídeo de The less i know the better está hecho por catalanes. Visca Barça, joder.",Positivo,0.8888888888888888,0.6479400749063671
2,"@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Barça..no esta hablando del Alibaba Bernabéu..no? Aunque ponga Madrid..esta hablando del FCB!?🤔
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂jajajajaja jajajajaja https://t.co/YOSyKSI28g",Negativo,0.8888888888888888,0.6479400749063671
2,@sport Y el barca que haria sin Messi????? Ni rotaciones le pueden dar.,Neutro,0.8888888888888888,0.6479400749063671
2,Me ha gustado un vídeo de @YouTube (https://t.co/uwZhvI4GtG - EL DIRECTO EN EL QUE DjMaRiiO USÓ LA CAMISETA DEL BARÇA).,Positivo,0.8888888888888888,0.6479400749063671
2,@cofitin El Atleti? O Emery?. Los primeros esperando que tiren a puerta. El segundo estara sin equipo. O en el Almeria o Lorca.,Neutro,0.8888888888888888,0.6479400749063671
2,@skooldaze_ entonces por qué lo llamas realmadridización? si como tú mismo reconoces es algo que el barca ha hecho igual históricamente,Neutro,0.8888888888888888,0.6479400749063671
2,"@abc_es Eso ha sido obra del Dúo que dirige al @atleti, al ver el fracaso en las ventas de las camisetas con el logo",Negativo,0.8888888888888888,0.6479400749063671
2,"⚽ El valler César Ferrando és el nou entrenador de @cfnucia. Anteriorment ha entrenat a @Atleti @AlbaceteBPSAD @Academia_VCF @GandiaCF i, com no, @UETavernes. Competirà contra altre ilustre valler que ocupa la banqueta del @SillaCF: Ximo Enguix. #ValldignaEsports https://t.co/AwmNQwDYuT",Positivo,0.8888888888888888,0.6479400749063671
2,"EL DOMINGO VIAJAMOS para ver a nuestro @Atleti 

Salimos a las 12, ¿te quieres venir?

Cuenca -&gt; Madrid y plaza en el @Metropolitano 

¡Escríbenos hoy o mañana para apuntarte!

Mañana también vamos pero... ¡EL AUTOBÚS YA ESTÁ LLENO!

#AtletiLokomotiv",Positivo,0.8888888888888888,0.6479400749063671
2,"@LuisOmarTapia @IkerCasillas @ChampionsLeague el casillas que siempre salía goleado por el Barça, de eso no te acuerdas pinche canoso",Negativo,0.8888888888888888,0.6479400749063671
2,"@Seezzzy et KDB a dit ""Faites la meme contre le Barca"" mdrr",Neutro,0.8888888888888888,0.6479400749063671
2,@pblmrcn Jajajaja y eso que soy del Barça... pero 👌🏼,Positivo,0.8888888888888888,0.6479400749063671
2,MERCADO | Los tres jugadores del Barça que Mourinho pretende fichar en verano - https://t.co/neJanOZYMP https://t.co/KPZGQT2pAu,Neutro,0.8888888888888888,0.6479400749063671
2,"¡OFICIAL!

#Juan #Cazares 🇪🇨 renueva con el #Atlético #Mineiro 🇧🇷 #FichajesYa 👁‍🗨

Mira la noticia completa aquí 👇
https://t.co/cGOGXtfchD",Positivo,0.8888888888888888,0.6479400749063671
2,"La ""rajada"" de un ex objetivo del Barça sobre Emery y el jeque https://t.co/nd6aEvKL0N",Negativo,0.8888888888888888,0.6479400749063671
2,"@LuisOmarTapia Y con él barca gano lo que quiso papi, salió del closet un madridista frustrado y anciano.",Negativo,0.8888888888888888,0.6479400749063671
2,"@jorgeshrug El barça siempre ha fichado caro y batido records (Maradona, Ronaldo etc) esto es normal cuando hay que revolucionar una plantilla. Lo que yo critico es haber destrozado la cantera y los Digne por 20, Gomes por 50 etc.",Negativo,0.8888888888888888,0.6479400749063671
2,"@AS_Manolete Usted habla de City, Barça, Juve o Tottenham que todavía no han conseguido su pase, y su soberbia considera que van a pasar los 4, que osado, usted es anti-madridista y eso es una enfermedad.",Negativo,0.8888888888888888,0.6479400749063671
2,@AndresValenzGT jajaja cabal yo le voy al barça y juegan hasta la otra semana,Neutro,0.8888888888888888,0.6479400749063671
2,"No soy Madridista, le voy al Barça (ojo y no es que soy el maaaas futbolero), pero entre meses de análisis y mi trabajo nuevo (que tiene una sección heavy de deportes) llegué a la conclusión (muy a mi pesar) de que si, Cristiano Ronaldo es el mejor jugador del mundo.",Positivo,0.8888888888888888,0.6479400749063671
2,"@memedeportes Para que eso se cumpla, tiene que jugar en el Barça primero",Neutro,0.8888888888888888,0.6479400749063671
2,"@sport Es en serio esto?  Hay que analizar un partido del Barsa sin Messi y uno del Madrid sin Cristiano,  el Madrid seguro funciona, el Barca se estanca.",Neutro,0.8888888888888888,0.6479400749063671
2,"@ElGolazoDeGol @David74Sanchez @rodrigo_marciel @JaimeRodrigC Resulta que el partido lo perdió el PSG por la ausencia de Neymar,!!, si jugó en el partido devida y el Madrid ganó 3-1 ,...a no ser que no fue Neymar fue su hermana la que jugó...manda huevos , programa apesta antimadridimo !
...Dejar de falsedades y hablar del Barça y messi 👎",Negativo,0.8888888888888888,0.6479400749063671
