User,id_str,Tweet,Info,Golden trust,Majority trust
2,"9,71414330725069E+017",@AS_Manolete Y con el atleti podemos soñar otra vez? ese no lo has incluido en los miuras 😳😳😳😳😳😳😳😳😳😳😳😳,Cólera,0.8888888888888888,0.6566791510611736
2,Golden question,Jugando asi es imposible que ganemos un partido…,Tristeza,0.8888888888888888,0.6566791510611736
2,"9,71414177666478E+017",@eSports_Barca @MNDZPAU1 Md,NoEmocion,0.8888888888888888,0.6566791510611736
2,"9,71414161606501E+017",Ahhhh claro que es del Atleti https://t.co/xm4PU8C9jl,NoEmocion,0.8888888888888888,0.6566791510611736
2,"9,71414116270305E+017","Que venga Arthur me tiene más emocionado que cualquier otro fichaje que llegue, más que Griezmann. Es perfecto para nuestro juego más las ganas que tiene de jugar ya en el Barça 🔵🔴",Felicidad,0.8888888888888888,0.6566791510611736
2,"9,7141400299889E+017",Me ha gustado un vídeo de @YouTube (https://t.co/f52V3WNuX5 - Noche de emociones en la remontada histórica del Barça).,Felicidad,0.8888888888888888,0.6566791510611736
2,"9,71413947961299E+017",La 'rajada' de un ex objetivo del Barça sobre Emery y el jeque https://t.co/8oXS0aprS7,Cólera,0.8888888888888888,0.6566791510611736
2,"9,71413939962528E+017","#Deportes ➡️ Hace 17 años, Messi por primera vez se puso la del Barça: El club blaugrana publicó un video muy especial para celebrar los primeros pasos de Lionel en la institución catalana Hace 17 años, Lionel Messi comenzaba a hacer de… https://t.co/xFHPdToMsd ⬅️ #Entérate https://t.co/kXksLJEK3i",Felicidad,0.8888888888888888,0.6566791510611736
2,"9,71413833544815E+017",@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Si pagárais las deudas.....? Tendremos los Españoles aseguradas las pensiones. Viva España.,Cólera,0.8888888888888888,0.6566791510611736
1,"9,71414330725069E+017",@AS_Manolete Y con el atleti podemos soñar otra vez? ese no lo has incluido en los miuras 😳😳😳😳😳😳😳😳😳😳😳😳,Cólera,0.8888888888888888,0.533083645443196
1,Golden question,Jugando asi es imposible que ganemos un partido…,Tristeza,0.8888888888888888,0.533083645443196
1,"9,71414177666478E+017",@eSports_Barca @MNDZPAU1 Md,NoEmocion,0.8888888888888888,0.533083645443196
1,"9,71414161606501E+017",Ahhhh claro que es del Atleti https://t.co/xm4PU8C9jl,NoEmocion,0.8888888888888888,0.533083645443196
1,"9,71414116270305E+017","Que venga Arthur me tiene más emocionado que cualquier otro fichaje que llegue, más que Griezmann. Es perfecto para nuestro juego más las ganas que tiene de jugar ya en el Barça 🔵🔴",Felicidad,0.8888888888888888,0.533083645443196
1,"9,7141400299889E+017",Me ha gustado un vídeo de @YouTube (https://t.co/f52V3WNuX5 - Noche de emociones en la remontada histórica del Barça).,Felicidad,0.8888888888888888,0.533083645443196
1,"9,71413947961299E+017",La 'rajada' de un ex objetivo del Barça sobre Emery y el jeque https://t.co/8oXS0aprS7,Cólera,0.8888888888888888,0.533083645443196
1,"9,71413939962528E+017","#Deportes ➡️ Hace 17 años, Messi por primera vez se puso la del Barça: El club blaugrana publicó un video muy especial para celebrar los primeros pasos de Lionel en la institución catalana Hace 17 años, Lionel Messi comenzaba a hacer de… https://t.co/xFHPdToMsd ⬅️ #Entérate https://t.co/kXksLJEK3i",Felicidad,0.8888888888888888,0.533083645443196
1,"9,71413833544815E+017",@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Si pagárais las deudas.....? Tendremos los Españoles aseguradas las pensiones. Viva España.,Cólera,0.8888888888888888,0.533083645443196
2,"9,7141371484185E+017",Gerard Piqué confirma la primera fuga sonada del Barça: está fuera https://t.co/coDRPeKc45,NoEmocion,0.8888888888888888,0.6566791510611736
1,"9,7141371484185E+017",Gerard Piqué confirma la primera fuga sonada del Barça: está fuera https://t.co/coDRPeKc45,NoEmocion,0.8888888888888888,0.533083645443196
2,"9,71413713415746E+017","Sin embargo el balance de Ligas va ser 3-1 para el Barça, el torneo de la regularidad donde pesa más la plantilla que en Champions

Pero para poder seguir con la crítica, asumiendo el discurso de que solo cuenta la Champions

Pd: es súper responsable Paulinho de esos 4 años sí https://t.co/Bya3SxLjmj",NoEmocion,0.8888888888888888,0.6566791510611736
1,"9,71413713415746E+017","Sin embargo el balance de Ligas va ser 3-1 para el Barça, el torneo de la regularidad donde pesa más la plantilla que en Champions

Pero para poder seguir con la crítica, asumiendo el discurso de que solo cuenta la Champions

Pd: es súper responsable Paulinho de esos 4 años sí https://t.co/Bya3SxLjmj",Cólera,0.8888888888888888,0.533083645443196
1,"9,71413684244238E+017","@adrielarduino Yo soy del Barça, hinchaba por Neymar",Tristeza,0.8888888888888888,0.533083645443196
2,"9,71413684244238E+017","@adrielarduino Yo soy del Barça, hinchaba por Neymar",NoEmocion,0.8888888888888888,0.6566791510611736
2,"9,71413661624418E+017","Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁",Felicidad,0.8888888888888888,0.6566791510611736
1,"9,71413661624418E+017","Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁",Felicidad,0.8888888888888888,0.533083645443196
2,"9,71413599733342E+017","Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible",Cólera,0.8888888888888888,0.6566791510611736
1,"9,71413599733342E+017","Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible",Cólera,0.8888888888888888,0.533083645443196
1,"9,7141359458696E+017",@ALEX15vs @FCBarcelona_es @FCBarcelona Coño sin ampliar parecía un preso,NoEmocion,0.8888888888888888,0.533083645443196
2,"9,7141359458696E+017",@ALEX15vs @FCBarcelona_es @FCBarcelona Coño sin ampliar parecía un preso,NoEmocion,0.8888888888888888,0.6566791510611736
1,"9,7141350514758E+017",@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,Cólera,0.8888888888888888,0.533083645443196
2,"9,7141350514758E+017",@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,Cólera,0.8888888888888888,0.6566791510611736
1,"9,71413485421769E+017",re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,Cólera,0.8888888888888888,0.533083645443196
2,"9,71413485421769E+017",re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,Cólera,0.8888888888888888,0.6566791510611736
1,"9,71413377066119E+017","@elpezdeciudad Claro, no es jugador del Barça. Lo que hizo en Valencia y por lo que lo trajeron no lo puede mostrar porque no es su estilo y no se adaptó. Quizá en otro equipo como la Juventus se adapte. Lo defienden por ser del club, pero preferiría ver a Denis jugando en su lugar",Tristeza,0.8888888888888888,0.533083645443196
1,"9,71413254458298E+017",@Todo_atleti mas vale que lo haga en los partidos que es donde vale,Cólera,0.8888888888888888,0.533083645443196
1,"9,71413169506832E+017","Desde la dirección hasta los actores el vídeo de The less i know the better está hecho por catalanes. Visca Barça, joder.",Felicidad,0.8888888888888888,0.533083645443196
