User,id_str,Tweet,Info,Majority trust
14,"9,71414330725069E+017",@AS_Manolete Y con el atleti podemos soñar otra vez? ese no lo has incluido en los miuras 😳😳😳😳😳😳😳😳😳😳😳😳,Negativo,0.10823170731707317
14,"9,71414177666478E+017",@eSports_Barca @MNDZPAU1 Md,Neutro,0.10823170731707317
14,"9,71414161606501E+017",Ahhhh claro que es del Atleti https://t.co/xm4PU8C9jl,Neutro,0.10823170731707317
14,"9,71414116270305E+017","Que venga Arthur me tiene más emocionado que cualquier otro fichaje que llegue, más que Griezmann. Es perfecto para nuestro juego más las ganas que tiene de jugar ya en el Barça 🔵🔴",Positivo,0.10823170731707317
14,"9,7141400299889E+017",Me ha gustado un vídeo de @YouTube (https://t.co/f52V3WNuX5 - Noche de emociones en la remontada histórica del Barça).,Positivo,0.10823170731707317
14,"9,71413947961299E+017",La 'rajada' de un ex objetivo del Barça sobre Emery y el jeque https://t.co/8oXS0aprS7,Neutro,0.10823170731707317
14,"9,71413939962528E+017","#Deportes ➡️ Hace 17 años, Messi por primera vez se puso la del Barça: El club blaugrana publicó un video muy especial para celebrar los primeros pasos de Lionel en la institución catalana Hace 17 años, Lionel Messi comenzaba a hacer de… https://t.co/xFHPdToMsd ⬅️ #Entérate https://t.co/kXksLJEK3i",Neutro,0.10823170731707317
14,"9,71413833544815E+017",@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Si pagárais las deudas.....? Tendremos los Españoles aseguradas las pensiones. Viva España.,Negativo,0.10823170731707317
14,"9,7141371484185E+017",Gerard Piqué confirma la primera fuga sonada del Barça: está fuera https://t.co/coDRPeKc45,Negativo,0.10823170731707317
14,"9,71413713415746E+017","Sin embargo el balance de Ligas va ser 3-1 para el Barça, el torneo de la regularidad donde pesa más la plantilla que en Champions

Pero para poder seguir con la crítica, asumiendo el discurso de que solo cuenta la Champions

Pd: es súper responsable Paulinho de esos 4 años sí https://t.co/Bya3SxLjmj",Negativo,0.10823170731707317
14,"9,71413684244238E+017","@adrielarduino Yo soy del Barça, hinchaba por Neymar",Positivo,0.10823170731707317
14,"9,71413661624418E+017","Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁",Negativo,0.10823170731707317
14,"9,71413599733342E+017","Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible",Negativo,0.10823170731707317
14,"9,7141359458696E+017",@ALEX15vs @FCBarcelona_es @FCBarcelona Coño sin ampliar parecía un preso,Positivo,0.10823170731707317
14,"9,7141350514758E+017",@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,Negativo,0.10823170731707317
14,"9,71413485421769E+017",re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,Neutro,0.10823170731707317
14,"9,71413377066119E+017","@elpezdeciudad Claro, no es jugador del Barça. Lo que hizo en Valencia y por lo que lo trajeron no lo puede mostrar porque no es su estilo y no se adaptó. Quizá en otro equipo como la Juventus se adapte. Lo defienden por ser del club, pero preferiría ver a Denis jugando en su lugar",Negativo,0.10823170731707317
14,"9,71413254458298E+017",@Todo_atleti mas vale que lo haga en los partidos que es donde vale,Negativo,0.10823170731707317
14,"9,71413169506832E+017","Desde la dirección hasta los actores el vídeo de The less i know the better está hecho por catalanes. Visca Barça, joder.",Positivo,0.10823170731707317
14,"9,71413154734494E+017","@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Barça..no esta hablando del Alibaba Bernabéu..no? Aunque ponga Madrid..esta hablando del FCB!?🤔
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂jajajajaja jajajajaja https://t.co/YOSyKSI28g",Positivo,0.10823170731707317
14,"9,71412929085141E+017",@sport Y el barca que haria sin Messi????? Ni rotaciones le pueden dar.,Negativo,0.10823170731707317
14,"9,71412899540427E+017",Me ha gustado un vídeo de @YouTube (https://t.co/uwZhvI4GtG - EL DIRECTO EN EL QUE DjMaRiiO USÓ LA CAMISETA DEL BARÇA).,Positivo,0.10823170731707317
14,"9,71412882440315E+017",@cofitin El Atleti? O Emery?. Los primeros esperando que tiren a puerta. El segundo estara sin equipo. O en el Almeria o Lorca.,Negativo,0.10823170731707317
14,"9,71412872877224E+017",@skooldaze_ entonces por qué lo llamas realmadridización? si como tú mismo reconoces es algo que el barca ha hecho igual históricamente,Negativo,0.10823170731707317
14,"9,71412870444585E+017","@abc_es Eso ha sido obra del Dúo que dirige al @atleti, al ver el fracaso en las ventas de las camisetas con el logo",Negativo,0.10823170731707317
14,"9,71412835552121E+017","⚽ El valler César Ferrando és el nou entrenador de @cfnucia. Anteriorment ha entrenat a @Atleti @AlbaceteBPSAD @Academia_VCF @GandiaCF i, com no, @UETavernes. Competirà contra altre ilustre valler que ocupa la banqueta del @SillaCF: Ximo Enguix. #ValldignaEsports https://t.co/AwmNQwDYuT",Neutro,0.10823170731707317
14,"9,71412834616832E+017","EL DOMINGO VIAJAMOS para ver a nuestro @Atleti 

Salimos a las 12, ¿te quieres venir?

Cuenca -&gt; Madrid y plaza en el @Metropolitano 

¡Escríbenos hoy o mañana para apuntarte!

Mañana también vamos pero... ¡EL AUTOBÚS YA ESTÁ LLENO!

#AtletiLokomotiv",Positivo,0.10823170731707317
14,"9,71412796159148E+017","@LuisOmarTapia @IkerCasillas @ChampionsLeague el casillas que siempre salía goleado por el Barça, de eso no te acuerdas pinche canoso",Negativo,0.10823170731707317
14,"9,71412729041912E+017","@Seezzzy et KDB a dit ""Faites la meme contre le Barca"" mdrr",Negativo,0.10823170731707317
14,"9,71412680555758E+017",@pblmrcn Jajajaja y eso que soy del Barça... pero 👌🏼,Positivo,0.10823170731707317
14,"9,71412542403875E+017",MERCADO | Los tres jugadores del Barça que Mourinho pretende fichar en verano - https://t.co/neJanOZYMP https://t.co/KPZGQT2pAu,Neutro,0.10823170731707317
14,"9,71412474451939E+017","¡OFICIAL!

#Juan #Cazares 🇪🇨 renueva con el #Atlético #Mineiro 🇧🇷 #FichajesYa 👁‍🗨

Mira la noticia completa aquí 👇
https://t.co/cGOGXtfchD",Neutro,0.10823170731707317
14,"9,71412461285933E+017","La ""rajada"" de un ex objetivo del Barça sobre Emery y el jeque https://t.co/nd6aEvKL0N",Negativo,0.10823170731707317
14,"9,71412457737437E+017","@LuisOmarTapia Y con él barca gano lo que quiso papi, salió del closet un madridista frustrado y anciano.",Negativo,0.10823170731707317
14,"9,714123974697E+017","@jorgeshrug El barça siempre ha fichado caro y batido records (Maradona, Ronaldo etc) esto es normal cuando hay que revolucionar una plantilla. Lo que yo critico es haber destrozado la cantera y los Digne por 20, Gomes por 50 etc.",Negativo,0.10823170731707317
14,"9,71412251616924E+017","@AS_Manolete Usted habla de City, Barça, Juve o Tottenham que todavía no han conseguido su pase, y su soberbia considera que van a pasar los 4, que osado, usted es anti-madridista y eso es una enfermedad.",Negativo,0.10823170731707317
14,"9,71412178128556E+017",@AndresValenzGT jajaja cabal yo le voy al barça y juegan hasta la otra semana,Neutro,0.10823170731707317
20,"9,71414330725069E+017",@AS_Manolete Y con el atleti podemos soñar otra vez? ese no lo has incluido en los miuras 😳😳😳😳😳😳😳😳😳😳😳😳,Neutro,0.056402439024390245
20,"9,71414177666478E+017",@eSports_Barca @MNDZPAU1 Md,Neutro,0.056402439024390245
20,"9,71414161606501E+017",Ahhhh claro que es del Atleti https://t.co/xm4PU8C9jl,Negativo,0.056402439024390245
20,"9,71414116270305E+017","Que venga Arthur me tiene más emocionado que cualquier otro fichaje que llegue, más que Griezmann. Es perfecto para nuestro juego más las ganas que tiene de jugar ya en el Barça 🔵🔴",Positivo,0.056402439024390245
20,"9,7141400299889E+017",Me ha gustado un vídeo de @YouTube (https://t.co/f52V3WNuX5 - Noche de emociones en la remontada histórica del Barça).,Positivo,0.056402439024390245
20,"9,71413947961299E+017",La 'rajada' de un ex objetivo del Barça sobre Emery y el jeque https://t.co/8oXS0aprS7,Neutro,0.056402439024390245
20,"9,71413939962528E+017","#Deportes ➡️ Hace 17 años, Messi por primera vez se puso la del Barça: El club blaugrana publicó un video muy especial para celebrar los primeros pasos de Lionel en la institución catalana Hace 17 años, Lionel Messi comenzaba a hacer de… https://t.co/xFHPdToMsd ⬅️ #Entérate https://t.co/kXksLJEK3i",Positivo,0.056402439024390245
20,"9,71413833544815E+017",@marcmarquez93 @3gerardpique @SergiRoberto10 @JordiAlba @miguelruizfcb @SChecoPerez @FCBarcelona Si pagárais las deudas.....? Tendremos los Españoles aseguradas las pensiones. Viva España.,Negativo,0.056402439024390245
20,"9,7141371484185E+017",Gerard Piqué confirma la primera fuga sonada del Barça: está fuera https://t.co/coDRPeKc45,Neutro,0.056402439024390245
20,"9,71413713415746E+017","Sin embargo el balance de Ligas va ser 3-1 para el Barça, el torneo de la regularidad donde pesa más la plantilla que en Champions

Pero para poder seguir con la crítica, asumiendo el discurso de que solo cuenta la Champions

Pd: es súper responsable Paulinho de esos 4 años sí https://t.co/Bya3SxLjmj",Negativo,0.056402439024390245
20,"9,71413684244238E+017","@adrielarduino Yo soy del Barça, hinchaba por Neymar",Positivo,0.056402439024390245
20,"9,71413661624418E+017","Ya Dani Alves ve al Madrid y se caga encima el cabron, se lo ha clavao en el Barça, en la Juve y ahora en el PSG 😁",Positivo,0.056402439024390245
20,"9,71413599733342E+017","Nuestra prensa en lugar de ser la prensa del Barça, es la del PSG y el  Real Madrid, increíble, que les den por viento a los dos equipos y que  les vaya lo peor posible",Negativo,0.056402439024390245
20,"9,7141359458696E+017",@ALEX15vs @FCBarcelona_es @FCBarcelona Coño sin ampliar parecía un preso,Negativo,0.056402439024390245
20,"9,7141350514758E+017",@SirDave_ @babyidontneeddo @AstroAndaSuelto @As_TomasRoncero Y 2014? No hablemos de ayudas arbitrales que la famosa remonta del barça al psg telita co  2 penaltis que sólo vio el árbitro y lo 6 penaltis que no pito obrevo en stamford bridge ah no espera que eso no cuenta no? Cállate gilipollas!!!,Negativo,0.056402439024390245
20,"9,71413485421769E+017",re imaginaria su liga aguante el BARÇA hdp https://t.co/KuN22l7WUY,Positivo,0.056402439024390245
20,"9,71413377066119E+017","@elpezdeciudad Claro, no es jugador del Barça. Lo que hizo en Valencia y por lo que lo trajeron no lo puede mostrar porque no es su estilo y no se adaptó. Quizá en otro equipo como la Juventus se adapte. Lo defienden por ser del club, pero preferiría ver a Denis jugando en su lugar",Neutro,0.056402439024390245
20,"9,71413254458298E+017",@Todo_atleti mas vale que lo haga en los partidos que es donde vale,Negativo,0.056402439024390245
20,"9,71413169506832E+017","Desde la dirección hasta los actores el vídeo de The less i know the better está hecho por catalanes. Visca Barça, joder.",Positivo,0.056402439024390245
20,"9,71413154734494E+017","@APUESTASMLS @gran_culon @Zona_Blaugrana Entonces..esto,es por el Barça..no esta hablando del Alibaba Bernabéu..no? Aunque ponga Madrid..esta hablando del FCB!?🤔
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂jajajajaja jajajajaja https://t.co/YOSyKSI28g",Negativo,0.056402439024390245
20,"9,71412929085141E+017",@sport Y el barca que haria sin Messi????? Ni rotaciones le pueden dar.,Negativo,0.056402439024390245
20,"9,71412899540427E+017",Me ha gustado un vídeo de @YouTube (https://t.co/uwZhvI4GtG - EL DIRECTO EN EL QUE DjMaRiiO USÓ LA CAMISETA DEL BARÇA).,Positivo,0.056402439024390245
20,"9,71412882440315E+017",@cofitin El Atleti? O Emery?. Los primeros esperando que tiren a puerta. El segundo estara sin equipo. O en el Almeria o Lorca.,Negativo,0.056402439024390245
